AIRPORT_ID,AIRPORT,DISPLAY_AIRPORT_NAME,LATITUDE,LONGITUDE
10970,CGN,Koeln Bonn,50.86583333,7.13888889
10971,CGO,Zhengzhou Airport,34.75,113.6666667
10971,CGO,Xinzheng,34.51944444,113.8411111
10971,CGO,Xinzheng,34.51833333,113.84
10971,CGO,Xinzheng,34.51944444,113.8411111
10971,CGO,Xinzheng,34.51833333,113.84
10972,CGP,Chittagong Airport,22.2575,91.82555556
10973,CGQ,Dafangshen,43.90666667,125.1975
10974,CGR,Campo Grande Air Base,-20.46333333,-54.6725
10974,CGR,Campo Grande Airport,-20.46861111,-54.6725
10974,CGR,Campo Grande International,-20.46861111,-54.6725
10974,CGR,Campo Grande International,-20.47,-54.67388889
10974,CGR,Campo Grande Airport,-20.46861111,-54.6725
10974,CGR,Campo Grande International,-20.47,-54.67388889
10975,CGS,College Park Airport,38.98055556,-76.92277778
10975,CGS,College Park Airport,38.98055556,-76.92222222
10976,CGU,Ciudad Guayana Metropolitan Area,8.28861111,-62.76027778
10977,CGX,Meigs Field,41.85888889,-87.60833333
10978,CGY,Cagayan de Oro,8.41611111,124.6105556
10978,CGY,Cagayan de Oro,8.41555556,124.6111111
10978,CGY,Cagayan de Oro Mil,8.41555556,124.6113889
10979,CGZ,Casa Grande Municipal,32.95472222,-111.7661111
10979,CGZ,Casa Grande Municipal,32.955,-111.7669444
10980,CHA,Lovell Field,35.03638889,-85.20361111
10980,CHA,Lovell Field,35.03527778,-85.20361111
10981,CHC,Christchurch International,-43.48833333,172.5333333
10981,CHC,Christchurch International,-43.48888889,172.5322222
10982,CHD,Chandler Municipal,33.26888889,-111.8111111
10982,CHD,Chandler Municipal,33.26916667,-111.8111111
10983,CHE,Caherciveen Reenroe,51.95,-10.21666667
10984,CHF,R 813,35.1375,128.6977778
10984,CHF,Jinhae,35.14055556,128.6969444
10984,CHF,Jinhae,35.14055556,128.6961111
10984,CHF,Jinhae,35.14055556,128.6969444
10984,CHF,Jinhae,35.14055556,128.6961111
10985,CHG,Chaoyang Airport,41.6,120.4
10985,CHG,Chaoyang Airport,41.53833333,120.4344444
10985,CHG,Chaoyang Airport,41.53861111,120.4341667
10985,CHG,Chaoyang Airport,41.53833333,120.4344444
10985,CHG,Chaoyang Airport,41.53861111,120.4341667
10986,CHI,Chicago Metropolitan Area,41.87388889,-87.75555556
10987,QCG,Challis Airport,44.51916667,-114.22
10987,CHL,Challis Airport,44.52305556,-114.2166667
10987,CHL,Challis Airport,44.52361111,-114.2180556
10988,CHM,Chimbote Airport,-9.08333333,-78.6
10988,CHM,Teniente Jaime A. de Montreuil Morales,-9.14972222,-78.52388889
10988,CHM,Teniente Jaime A. de Montreuil Morales,-9.14972222,-78.52361111
10988,CHM,Teniente Jaime A. de Montreuil Morales,-9.14972222,-78.52388889
10988,CHM,Teniente Jaime A. de Montreuil Morales,-9.14972222,-78.52361111
10990,CHO,Charlottesville Albemarle,38.14138889,-78.45305556
10990,CHO,Charlottesville Albemarle,38.13861111,-78.45277778
10990,CHO,Charlottesville Albemarle,38.13972222,-78.45222222
10990,CHO,Charlottesville Albemarle,38.13861111,-78.45277778
10990,CHO,Charlottesville Albemarle,38.13972222,-78.45222222
10991,CHP,Circle Hot Springs Airport,65.48555556,-144.6108333
10991,CHP,Circle Hot Springs Airport,65.48583333,-144.6116667
10991,CHP,Circle Hot Springs Airport,65.48555556,-144.6108333
10991,CHP,Circle Hot Springs Airport,65.48583333,-144.6116667
10992,CHQ,Souda,35.5325,24.14833333
10992,CHQ,Souda,35.53166667,24.14972222
10992,CHQ,Souda,35.53138889,24.15111111
10993,CHR,Chateauroux Airport,46.81666667,1.7
10994,CHS,Charleston International,32.89916667,-80.03888889
10994,CHS,Charleston AFB/International,32.89861111,-80.04055556
10995,CHT,Chatham Islands Airport,-43.81194444,-176.4655556
10995,CHT,Chatham Islands Airport,-43.8125,-176.4683333
10996,CHU,Chuathbaluk Airport,61.57194444,-159.245
10996,CHU,Chuathbaluk Airport,61.57916667,-159.2155556
10997,CHW,Jiuquan Airport,39.85,98.41666667
10997,CHW,Jiuquan Airport,39.85972222,98.33833333
10997,CHW,Jiayuguan,39.85972222,98.33833333
10997,CHW,Jiuquan Airport,39.85972222,98.33833333
10997,CHW,Jiayuguan,39.85972222,98.33833333
10998,CHX,Changuinola 1,9.42611111,-82.56277778
10999,CHZ,Chiloquin State,42.57638889,-121.8769444
10999,CHZ,Chiloquin State,42.58305556,-121.8761111
10999,CHZ,Chiloquin State,42.57944444,-121.8788889
10999,CHZ,Chiloquin State,42.58305556,-121.8761111
10999,CHZ,Chiloquin State,42.57944444,-121.8788889
11000,CIA,Ciampino,41.79944444,12.59333333
11000,CIA,Ciampino,41.79944444,12.595
11000,CIA,Ciampino,41.79916667,12.595
11001,CIB,Catalina,33.405,-118.4158333
11002,CIC,Chico Municipal,39.79583333,-121.8566667
11002,CIC,Chico Municipal,39.79527778,-121.8583333
11002,CIC,Chico Regional,39.79527778,-121.8583333
11003,CID,Cedar Rapids Municipal,41.88444444,-91.70611111
11003,CID,The Eastern Iowa,41.88444444,-91.70611111
11003,CID,The Eastern Iowa,41.88472222,-91.71083333
11004,CIG,Craig-Moffat,40.49555556,-107.525
11004,CIG,Craig-Moffat,40.49527778,-107.5216667
11005,CIH,Changzhi Airport,36.18333333,113.1
11006,CIJ,Cobija Airport,-11.02638889,-68.75277778
11006,CIJ,Cobija Airport,-11.04083333,-68.78305556
11006,CIJ,Cap Av Civ Anibal Arab Fadul International,-11.04083333,-68.78305556
11006,CIJ,Cap Av Civ Anibal Arab Fadul,-11.04083333,-68.78305556
11006,CIJ,Cap Av Civ Anibal Arab Fadul International,-11.04083333,-68.78305556
11006,CIJ,Cap Av Civ Anibal Arab Fadul International,-11.04055556,-68.78305556
11007,CIK,Chalkyitsik Airport,66.64805556,-143.7291667
11007,CIK,Chalkyitsik Airport,66.645,-143.74
11008,CIL,Council Airport,64.90805556,-163.7330556
11008,CIL,Council Airport,64.89777778,-163.7033333
11008,CIL,Council Airport,64.89666667,-163.7036111
11008,CIL,Council Airport,64.89777778,-163.7033333
11008,CIL,Council Airport,64.89666667,-163.7036111
11009,CIN,Arthur N Neu,42.04722222,-94.79055556
11009,CIN,Arthur N Neu,42.04611111,-94.78888889
11009,CIN,Arthur N Neu,42.04666667,-94.78861111
11009,CIN,Arthur N Neu,42.04611111,-94.78888889
11009,CIN,Arthur N Neu,42.04666667,-94.78861111
11010,CIP,Chipata Airport,-13.55694444,32.58722222
11010,CIP,Chipata Airport,-13.55805556,32.58694444
11010,CIP,Chipata Airport,-13.55777778,32.58694444
11011,CIR,Cairo Regional,37.06111111,-89.21805556
11011,CIR,Cairo Regional,37.06444444,-89.21972222
11011,CIR,Cairo Regional,37.06416667,-89.21944444
11011,CIR,Cairo Regional,37.06444444,-89.21972222
11011,CIR,Cairo Regional,37.06416667,-89.21944444
11013,INR,Kincheloe AFB,46.24222222,-84.46611111
11013,CIU,Chippewa County International,46.24194444,-84.46611111
11013,CIU,Chippewa County International,46.25083333,-84.4725
11014,CIV,Chomley Airport,55.24777778,-132.3236111
11015,CIW,Canouan Airport,12.69916667,-61.3425
11015,CIW,Canouan Airport,12.70083333,-61.345
11016,CIX,Capt. Jose A. Quinones Gonzales International,-6.78972222,-79.83222222
11016,CIX,Capt. Jose A. Quinones Gonzales International,-6.7875,-79.82805556
11016,CIX,Cap FAP Jose A Quinones Gonzales International,-6.78916667,-79.82666667
11017,CIY,Comiso Airport,36.99166667,14.60694444
11017,CIY,Comiso Airport,36.99527778,14.60777778
11018,CJA,Cajamarca Airport,-7.13333333,-78.5
11018,CJA,Gen FAP Armando Revoredo Iglesias,-7.13916667,-78.48944444
11019,CJB,Coimbatore Airport,11.02833333,77.04333333
11019,CJB,Coimbatore Airport,11.03166667,77.04472222
11019,CJB,Coimbatore International,11.03166667,77.04472222
11019,CJB,Coimbatore Airport,11.03166667,77.04472222
11019,CJB,Coimbatore International,11.03166667,77.04472222
11020,CJC,El Loa,-22.48722222,-68.91666667
11020,CJC,El Loa,-22.49833333,-68.90361111
11020,CJC,El Loa,-22.5,-68.90305556
11020,CJC,El Loa,-22.49833333,-68.90361111
11020,CJC,El Loa,-22.5,-68.90305556
11020,CJC,El Loa,-22.49833333,-68.90361111
11020,CJC,El Loa,-22.5,-68.90305556
11021,CJI,Crafton Island Airport,60.50277778,-147.9402778
11023,CJL,Chitral Airport,35.88611111,71.79444444
11023,CJL,Chitral Airport,35.88611111,71.8
11024,CJS,Ciudad Juarez International,31.63722222,-106.4286111
11024,CJS,Abraham Gonzalez International,31.63638889,-106.4286111
11024,CJS,Ciudad Juarez International,31.63638889,-106.4286111
11025,CJU,Jeju International,33.50555556,126.495
11025,CJU,Jeju International,33.51222222,126.4925
11026,CJW,Clay Center Municipal,39.38722222,-97.15722222
11027,CKB,Benedum,39.29555556,-80.22944444
11027,CKB,North Central West Virginia,39.29666667,-80.22805556
11027,CKB,North Central West Virginia,39.29777778,-80.2275
11027,CKB,North Central West Virginia,39.29666667,-80.22805556
11027,CKB,North Central West Virginia,39.29777778,-80.2275
11028,CKD,Crooked Creek Airport,61.88555556,-158.1372222
11028,CKD,Crooked Creek Airport,61.86777778,-158.135
11028,CKD,Crooked Creek Airport,61.87111111,-158.1380556
11029,CKE,Pearce Field,38.93472222,-122.6222222
11030,CKG,Jiangbei,29.71944444,106.6438889
11030,CKG,Jiangbei,29.71972222,106.6436111
11030,CKG,Jiangbei,29.725,106.6516667
11030,CKG,Jiangbei,29.71944444,106.6438889
11030,CKG,Jiangbei,29.725,106.6516667
11031,CKM,Fletcher Field,34.29972222,-90.51222222
11032,CUN,Cancun International,21.04222222,-86.87361111
11033,CKS,Carajas Airport,-6.11777778,-50.00361111
11033,CKS,Carajas Airport,-6.11777778,-50.00333333
11033,CKS,Carajas Airport,-6.11777778,-50.00361111
11034,CKU,Cordova Municipal,60.5425,-145.7266667
11034,CKU,Cordova Municipal,60.54388889,-145.7266667
11034,CKU,Cordova Municipal,60.54361111,-145.7258333
11034,CKU,Cordova Municipal,60.54388889,-145.7266667
11034,CKU,Cordova Municipal,60.54361111,-145.7258333
11035,CKV,Outlaw Field,36.62083333,-87.41444444
11035,CKV,Outlaw Field,36.62194444,-87.415
11036,CKX,Chicken Airport,64.06777778,-141.9491667
11036,CKX,Chicken Airport,64.07138889,-141.9522222
11036,CKX,Chicken Airport,64.06666667,-141.9513889
11036,CKX,Chicken Airport,64.07138889,-141.9522222
11036,CKX,Chicken Airport,64.06666667,-141.9513889
11037,CKY,Conakry Airport,9.57638889,-13.61083333
11037,CKY,Conakry Airport,9.57694444,-13.61194444
11037,CKY,Ahmed Sekou Toure International,9.57694444,-13.61194444
11038,CLA,Comilla Airport,23.4375,91.19222222
11038,CLA,Comilla Airport,23.43611111,91.19
11038,CLA,Comilla Airport,23.43722222,91.18972222
11038,CLA,Comilla Airport,23.43611111,91.19
11038,CLA,Comilla Airport,23.43722222,91.18972222
11038,CLA,Cumilla,23.43722222,91.18972222
11039,CLB,Castlebar Airport,53.84861111,-9.28027778
11040,CLC,Clear Lake Metroport,29.55694444,-95.1375
11041,CLD,Palomar,33.12861111,-117.2797222
11041,CLD,McClellan-Palomar,33.12861111,-117.2797222
11041,CLD,McClellan-Palomar,33.12833333,-117.28
11042,CLE,Cleveland-Hopkins International,41.41083333,-81.84944444
11042,CLE,Cleveland-Hopkins International,41.40944444,-81.855
11042,CLE,Cleveland-Hopkins International,41.40944444,-81.85472222
11042,CLE,Cleveland-Hopkins International,41.40944444,-81.855
11042,CLE,Cleveland-Hopkins International,41.40944444,-81.85472222
11043,CLF,Clear Mews,64.30166667,-149.1177778
11044,CLG,Coalinga Municipal,36.16055556,-120.3594444
11044,CLG,New Coalinga Municipal,36.16222222,-120.2947222
11045,CLH,Coolah Airport,-31.775,149.6083333
11045,CLH,Coolah Airport,-31.77333333,149.6094444
11046,CLI,Clintonville Municipal,44.61305556,-88.73111111
11046,CLI,Clintonville Municipal,44.61333333,-88.73083333
11046,CLI,Clintonville Municipal,44.61305556,-88.73083333
11046,CLI,Clintonville Municipal,44.61333333,-88.73083333
11046,CLI,Clintonville Municipal,44.61305556,-88.73083333
11047,CLJ,Cluj Airport,46.78333333,23.68333333
11047,CLJ,Cluj-Napoca Airport,46.78333333,23.68333333
11047,CLJ,Cluj-Napoca Airport,46.785,23.68611111
11047,CLJ,Cluj-Napoca Airport,46.78722222,23.68388889
11047,CLJ,Avram Iancu,46.78722222,23.68388889
11047,CLJ,Cluj Napoca,46.785,23.68611111
11047,CLJ,Avram Iancu,46.78722222,23.68388889
11048,CLK,Clinton Municipal,35.53777778,-98.93166667
11048,CLK,Clinton Regional,35.53833333,-98.93277778
11049,CLL,Easterwood Field,30.58944444,-96.36444444
11049,CLL,Easterwood Field,30.58861111,-96.36388889
11049,CLL,Easterwood Field,30.58805556,-96.3625
11050,CLM,William R. Fairchild International,48.11888889,-123.4936111
11050,CLM,William R. Fairchild International,48.12027778,-123.4997222
11051,CLN,Carolina Airport,-7.33333333,-47.45
11052,CLO,Alfonso Bonilla Aragon International,3.54611111,-76.385
11052,CLO,Alfonso Bonilla Aragon International,3.54305556,-76.38166667
11052,CLO,Alfonso Bonilla Aragon International,3.54305556,-76.37805556
11053,CLP,Clarks Point Airport,58.84305556,-158.5430556
11053,CLP,Clarks Point Airport,58.83361111,-158.5294444
11054,CLQ,Colima Airport,19.27694444,-103.5775
11055,CLR,Cliff Hatfield Memorial,33.12972222,-115.5216667
11055,CLR,Cliff Hatfield Memorial,33.13138889,-115.5213889
11056,CLS,Chehalis Airport,46.67388889,-122.9811111
11056,CLS,Chehalis Centralia,46.67388889,-122.9811111
11056,CLS,Chehalis Centralia,46.67694444,-122.9827778
11057,CLT,Douglas Municipal,35.21916667,-80.93583333
11057,CLT,Charlotte Douglas International,35.21388889,-80.94305556
11057,CLT,Charlotte Douglas International,35.21361111,-80.94916667
11058,CLU,Columbus Municipal,39.26194444,-85.89638889
11058,CLU,Columbus Municipal,39.26194444,-85.89638889
11059,CLY,Saint Catherine,42.52777778,8.79166667
11059,CLY,Saint Catherine,42.53083333,8.79305556
11059,CLY,Calvi Sainte Catherine,42.53083333,8.79305556
11059,CLY,Saint Catherine,42.53083333,8.79305556
11059,CLY,Calvi Sainte Catherine,42.53083333,8.79305556
11060,CMA,Cunnamulla Airport,-28.03166667,145.6208333
11060,CMA,Cunnamulla Airport,-28.03,145.6222222
11060,CMA,Cunnamulla Airport,-28.03166667,145.6263889
11061,CMB,Katunayak,7.175,79.88472222
11061,CMB,Bandaranayake International,7.175,79.88472222
11061,CMB,Bandaranaike International Colombo,7.18111111,79.88388889
11062,CMD,Cootamundra Airport,-34.62833333,148.0433333
11062,CMD,Cootamundra Airport,-34.62388889,148.0280556
11062,CMD,Cootamundra Airport,-34.62333333,148.0530556
11062,CMD,Cootamundra Airport,-34.62333333,148.0363889
11063,CME,Ciudad del Carmen International,18.65,-91.8
11063,CME,Ciudad del Carmen International,18.65361111,-91.79888889
11063,CME,Ciudad del Carmen International,18.65194444,-91.79944444
11063,CME,Ciudad del Carmen International,18.65361111,-91.79888889
11063,CME,Ciudad del Carmen International,18.65194444,-91.79944444
11064,CMF,Aix Les Bains,45.63888889,5.88166667
11064,CMF,Aix Les Bains,45.63805556,5.88027778
11064,CMF,Aix Les Bains,45.63916667,5.88
11064,CMF,Chambery Aix Les Bains,45.63916667,5.88
11064,CMF,Aix Les Bains,45.63805556,5.88027778
11064,CMF,Chambery Aix Les Bains,45.63916667,5.88
11064,CMF,Chambery Aix Les Bains,45.63805556,5.88027778
11065,CMG,Corumba International,-19.01111111,-57.67222222
11065,CMG,Corumba International,-19.01194444,-57.67305556
11065,CMG,Corumba International,-19.01138889,-57.67083333
11065,CMG,Corumba International,-19.01138889,-57.67055556
11065,CMG,Corumba International,-19.01194444,-57.67305556
11065,CMG,Corumba International,-19.01138889,-57.67055556
11066,CMH,Port Columbus International,39.99111111,-82.87833333
11066,CMH,Port Columbus International,39.99805556,-82.89194444
11066,CMH,Port Columbus International,39.99694444,-82.89222222
11066,CMH,John Glenn Columbus International,39.99694444,-82.89222222
11066,CMH,Port Columbus International,39.99805556,-82.89194444
11066,CMH,John Glenn Columbus International,39.99694444,-82.89222222
11067,CMI,University of Illinois/Willard,40.03972222,-88.27972222
11067,CMI,University of Illinois/Willard,40.03888889,-88.27777778
11067,CMI,University of Illinois/Willard,40.03861111,-88.27666667
11068,CMJ,Chi Mei Airport,23.21222222,119.4163889
11069,CMM,Carmelita Airport,17.45833333,-90.05333333
11070,CMN,Mohammed V International,33.36666667,-7.58666667
11070,CMN,Mohammed V International,33.3675,-7.59
11071,CMR,Houssen,48.10722222,7.35944444
11071,CMR,Houssen,48.10972222,7.35888889
11071,CMR,Colmar Houssen,48.10972222,7.35888889
11071,CMR,Colmar Houssen,48.11027778,7.35916667
11071,CMR,Houssen,48.10972222,7.35888889
11071,CMR,Colmar Houssen,48.11027778,7.35916667
11071,CMR,Colmar Houssen,48.10972222,7.35888889
11072,CMT,Cameta Airport,-2.2425,-49.50694444
11072,CMT,Cameta Airport,-2.24222222,-49.5075
11072,CMT,Cameta Airport,-2.24694444,-49.56027778
11072,CMT,Cameta Airport,-2.24222222,-49.5075
11072,CMT,Cameta Airport,-2.24694444,-49.56027778
11073,CMU,Chimbu,-6.02722222,144.9744444
11073,CMU,Chimbu,-6.02388889,144.9708333
11073,CMU,Chimbu,-6.02305556,144.9719444
11073,CMU,Chimbu,-6.02388889,144.9708333
11073,CMU,Chimbu,-6.02305556,144.9719444
11073,CMU,Chimbu,-6.02388889,144.9708333
11074,CMV,Coromandel Airport,-36.79333333,175.5166667
11074,CMV,Coromandel Airport,-36.78944444,175.5072222
11075,CMW,Ignacio Agramonte International,21.41861111,-77.84972222
11075,CMW,Ignacio Agramonte International,21.42055556,-77.8475
11075,CMW,Ignacio Agramonte International,21.42027778,-77.8475
11075,CMW,Ignacio Agramonte International,21.42055556,-77.8475
11075,CMW,Ignacio Agramonte International,21.42027778,-77.8475
11076,CMX,Houghton County Memorial,47.16777778,-88.48638889
11076,CMX,Houghton County Memorial,47.16833333,-88.48916667
11076,CMX,Houghton County Memorial,47.16777778,-88.48638889
11077,CNA,Cananea Airport,31.00833333,-110.2536111
11077,CNA,Cananea Airport,30.98305556,-110.2744444
11078,CNB,Coonamble Airport,-30.98083333,148.3783333
11078,CNB,Coonamble Airport,-30.98333333,148.3755556
11078,CNB,Coonamble Airport,-30.98222222,148.3758333
11079,CNC,Coconut Island Airport,-10.05,143.0666667
11080,CND,Rum Kogalniceanu,44.35,28.48333333
11081,CNE,Fremont County,38.43055556,-105.1083333
11081,CNE,Fremont County,38.42833333,-105.1061111
11081,CNE,Fremont County,38.42861111,-105.1069444
11081,CNE,Fremont County,38.42833333,-105.1069444
11081,CNE,Fremont County,38.42833333,-105.1061111
11081,CNE,Fremont County,38.42861111,-105.1069444
11081,CNE,Fremont County,38.42833333,-105.1061111
11081,CNE,Fremont County,38.42861111,-105.1069444
11082,CNF,Tancredo Neves International,-19.63361111,-43.96888889
11082,CNF,Tancredo Neves International,-19.63583333,-43.96694444
11083,CNK,Blosser Municipal,39.5425,-97.65166667
11083,CNK,Blosser Municipal,39.54916667,-97.65222222
11083,CNK,Blosser Municipal,39.55,-97.65222222
11083,CNK,Blosser Municipal,39.55,-97.65194444
11084,CNL,Sindal Airport,57.50361111,10.22944444
11085,CNM,Cavern City Air Terminal,32.33722222,-104.2627778
11085,CNM,Cavern City Air Terminal,32.3375,-104.2633333
11086,CNO,Chino Airport,33.97083333,-117.6413889
11086,CNO,Chino Airport,33.97472222,-117.6363889
11087,CNQ,Corrientes Airport,-27.44972222,-58.76222222
11087,CNQ,Corrientes Airport,-27.44555556,-58.76194444
11087,CNQ,Corrientes Airport,-27.445,-58.76166667
11087,CNQ,Corrientes Airport,-27.44555556,-58.76194444
11087,CNQ,Corrientes Airport,-27.445,-58.76166667
11088,CNR,Chanaral Airport,-26.32916667,-70.60416667
11088,CNR,Chanaral Airport,-26.3325,-70.60722222
11089,CNS,Cairns International,-16.88333333,145.7516667
11089,CNS,Cairns International,-16.88583333,145.7552778
11089,CNS,Cairns International,-16.87916667,145.7497222
11090,CNW,TSTC Waco,31.63666667,-97.07222222
11090,CNW,TSTC Waco,31.63777778,-97.07416667
11090,CNW,Heart of Texas Industrial,31.63777778,-97.07416667
11090,CNW,TSTC Waco,31.63777778,-97.07416667
11091,CNX,Chiang Mai International,18.77194444,98.96833333
11091,CNX,Chiang Mai International,18.76833333,98.96277778
11092,CNY,Canyonlands Field,38.75944444,-109.7461111
11092,CNY,Canyonlands Field,38.755,-109.7547222
11092,CNY,Canyonlands Field,38.75777778,-109.7533333
11092,CNY,Canyonlands Field,38.7575,-109.7536111
11092,CNY,Canyonlands Regional,38.7575,-109.7533333
11093,CO3,Marina Municipal,36.68194444,-121.7622222
11093,CO3,Marina Municipal,36.68166667,-121.7616667
11094,CO4,Tolemaida AB,4.24472222,-74.64972222
11094,CO4,Tolemaida AB,4.24472222,-74.65
11095,COA,Columbia Airport,38.03055556,-120.4144444
11096,COC,Comodoro Pierrestegui,-31.29722222,-57.99638889
11096,COC,Comodoro Pierrestegui,-31.29694444,-57.99666667
11097,COD,Yellowstone Regional,44.51583333,-109.0275
11097,COD,Yellowstone Regional,44.52027778,-109.0238889
11098,COE,Coeur d'Alene - Pappy Boyington Field,47.775,-116.8177778
11098,COE,Coeur d'Alene - Pappy Boyington Field,47.77444444,-116.8194444
11099,COF,Patrick AFB,28.23916667,-80.60777778
11099,COF,Patrick AFB,28.235,-80.61
11099,COF,Patrick AFB,28.235,-80.61027778
11099,COF,Patrick AFB,28.235,-80.61
11099,COF,Patrick Sfb,28.235,-80.61
11100,COG,Mandinga,5.07916667,-76.66333333
11101,COH,Cooch Behar Airport,26.33111111,89.47194444
11101,COH,Cooch Behar Airport,26.33055556,89.46722222
11102,COJ,Coonabarabran Airport,-31.33722222,149.2719444
11102,COJ,Coonabarabran Airport,-31.3325,149.2672222
11102,COJ,Coonabarabran Airport,-31.33083333,149.2794444
11103,COK,Cochin,9.94444444,76.27194444
11103,COK,Cochin International,10.15111111,76.40055556
11104,COL,Coll/Ballard,56.59861111,-6.61944444
11104,COL,Coll,56.60194444,-6.61777778
11105,COM,Coleman Municipal,31.84111111,-99.40361111
11106,CON,Concord Municipal,43.20333333,-71.50222222
11106,CON,Concord Municipal,43.20277778,-71.50222222
11107,COO,Card Bernardin Gadin de Cadjehoun International,6.35416667,2.38555556
11107,COO,Card Bernardin Gadin de Cadjehoun International,6.35722222,2.38444444
11108,COR,Ambrosio L. V. Taravella,-31.31305556,-64.19944444
11108,COR,Ambrosio L. V. Taravella,-31.32361111,-64.20805556
11108,COR,Ambrosio L. V. Taravella,-31.31305556,-64.20388889
11109,COS,Peterson Field,38.80888889,-104.7091667
11109,COS,City of Colorado Springs Municipal,38.80583333,-104.7008333
11110,COT,Cotulla-La Salle County,28.45694444,-99.21861111
11110,COT,Cotulla-La Salle County,28.45666667,-99.22027778
11110,COT,Cotulla-La Salle County,28.45666667,-99.21833333
11110,COT,Cotulla-La Salle County,28.45583333,-99.21722222
11110,COT,Cotulla-La Salle County,28.45666667,-99.21833333
11110,COT,Cotulla-La Salle County,28.45583333,-99.21722222
11110,COT,Cotulla-La Salle County,28.45666667,-99.22027778
11110,COT,Cotulla-La Salle County,28.45583333,-99.21722222
11111,COU,Columbia Regional,38.81361111,-92.21916667
11111,COU,Columbia Regional,38.81805556,-92.21972222
11111,COU,Columbia Regional,38.81722222,-92.21805556
11111,COU,Columbia Regional,38.81805556,-92.21972222
11111,COU,Columbia Regional,38.81722222,-92.21805556
11111,COU,Columbia Regional,38.81777778,-92.21777778
11112,COY,Coolawanyah Airport,-21.8,117.7666667
11113,CPA,Cape Palmas Airport,4.37666667,-7.69555556
11113,CPA,Cape Palmas Airport,4.37916667,-7.69638889
11114,CPB,Capurgana Airport,8.63138889,-77.35111111
11114,CPB,Capurgana Airport,8.6325,-77.35027778
11115,CPC,Chapelco Airport,-40.07583333,-71.13805556
11115,CPC,Aviador C. Campos,-40.07527778,-71.13722222
11116,CPD,Coober Pedy Airport,-29.04444444,134.7527778
11116,CPD,Coober Pedy Airport,-29.04,134.7208333
11117,CPE,Campeche International,19.835,-90.50944444
11117,CPE,Ingeniero Alberto Acuna Ongay International,19.81666667,-90.50027778
11117,CPE,Campeche International,19.81666667,-90.50027778
11118,CPH,Kastrup,55.60805556,12.63333333
11118,CPH,Kastrup,55.61805556,12.65583333
11118,CPH,Kastrup,55.61277778,12.64138889
11119,CPN,Cape Rodney Airport,-10.18166667,148.3791667
11120,CPO,Chamonate,-27.29694444,-70.41388889
11121,CPQ,Viracopos International,-23.0075,-47.13444444
11122,CPR,Casper/Natrona County International,42.90861111,-106.4625
11122,CPR,Casper/Natrona County International,42.90805556,-106.4644444
11122,CPR,Casper/Natrona County International,42.90583333,-106.4636111
11122,CPR,Casper/Natrona County International,42.90805556,-106.4644444
11122,CPR,Casper/Natrona County International,42.90583333,-106.4636111
11123,CPS,Bi-State Parks,38.57138889,-90.15722222
11124,CPT,D F Malan,-33.96472222,18.60222222
11124,CPT,Cape Town International,-33.96472222,18.60222222
11124,CPT,Cape Town International,-33.96472222,18.60166667
11124,CPT,Cape Town International,-33.965,18.60166667
11124,CPT,Cape Town International,-33.96472222,18.60166667
11124,CPT,Cape Town International,-33.965,18.60166667
11125,CPV,Presidente Joao Suassuna,-7.26666667,-35.9
11125,CPV,Presidente Joao Suassuna,-7.27,-35.89638889
11125,CPV,Presidente Joao Suassuna,-7.26972222,-35.89583333
11126,CPX,Culebra Airport,18.31222222,-65.30416667
11126,CPX,Benjamin Rivera Noriega,18.31305556,-65.30472222
11126,CPX,Benjamin Rivera Noriega,18.31305556,-65.30388889
11126,CPX,Benjamin Rivera Noriega,18.31333333,-65.30444444
11126,CPX,Benjamin Rivera Noriega,18.31305556,-65.30388889
11127,CQF,Calais/Marck,50.96166667,1.95361111
11127,CQF,Calais Dunkerque,50.96222222,1.95472222
11127,CQF,Calais Marck,50.96222222,1.95472222
11128,CQL,Glen-Aspen,39.38888889,-107.1594444
11128,CQL,Glen-Aspen,39.38888889,-107.16
11130,CQW,Cheraw Municipal/Lynch Bellinger Field,34.71083333,-79.96166667
11130,HCW,Cheraw Municipal/Lynch Bellinger Field,34.71083333,-79.96166667
11130,HCW,Cheraw Municipal/Lynch Bellinger Field,34.71277778,-79.95694444
11131,CRA,Craiova Airport,44.31888889,23.88638889
11131,CRA,Craiova Airport,44.31805556,23.88861111
11132,CRB,Collarenebri Airport,-29.52583333,148.5758333
11132,CRB,Collarenebri Airport,-29.52194444,148.5822222
11133,CRC,Cartago Airport,4.76666667,-75.93333333
11134,CRD,Comodoro Rivadavia Airport,-45.78722222,-67.46277778
11134,CRD,Comodoro Rivadavia Airport,-45.78527778,-67.46555556
11135,CRE,Grand Strand,33.81166667,-78.72416667
11135,CRE,Grand Strand,33.81166667,-78.72388889
11136,CRG,Craig Municipal,30.33638889,-81.51444444
11136,CRG,Jacksonville Executive at Craig,30.33638889,-81.51444444
11136,CRG,Craig Municipal,30.33638889,-81.51444444
11136,CRG,Jacksonville Executive at Craig,30.33638889,-81.51444444
11137,CRI,Crooked Island Airport,22.75,-74.15
11137,CRI,Colonel Hill,22.74666667,-74.18
11137,CRI,Colonel Hill,22.74555556,-74.18222222
11137,CRI,Colonel Hill,22.74555556,-74.18166667
11137,CRI,Colonel Hill,22.74555556,-74.1825
11137,CRI,Colonel Hill,22.74555556,-74.18222222
11137,CRI,Colonel Hill,22.74555556,-74.1825
